project,commit,path,status_diff3,time_diff3,phase1_time_diff3,phase2_time_diff3,phase2_unify_time_diff3,phase2_diffy_calls_diff3,phase2_diffy_time_diff3,phase3_time_diff3,phase3_unify_time_diff3,phase3_diffy_calls_diff3,phase3_diffy_time_diff3,total_merge_module_time_diff3,status_mergiraf,time_mergiraf,phase1_time_mergiraf,phase2_time_mergiraf,phase2_unify_time_mergiraf,phase2_diffy_calls_mergiraf,phase2_diffy_time_mergiraf,phase3_time_mergiraf,phase3_unify_time_mergiraf,phase3_diffy_calls_mergiraf,phase3_diffy_time_mergiraf,total_merge_module_time_mergiraf,status_mergiraf_semi,time_mergiraf_semi,phase1_time_mergiraf_semi,phase2_time_mergiraf_semi,phase2_unify_time_mergiraf_semi,phase2_diffy_calls_mergiraf_semi,phase2_diffy_time_mergiraf_semi,phase3_time_mergiraf_semi,phase3_unify_time_mergiraf_semi,phase3_diffy_calls_mergiraf_semi,phase3_diffy_time_mergiraf_semi,total_merge_module_time_mergiraf_semi,status_mergiraf_semi_plus,time_mergiraf_semi_plus,phase1_time_mergiraf_semi_plus,phase2_time_mergiraf_semi_plus,phase2_unify_time_mergiraf_semi_plus,phase2_diffy_calls_mergiraf_semi_plus,phase2_diffy_time_mergiraf_semi_plus,phase3_time_mergiraf_semi_plus,phase3_unify_time_mergiraf_semi_plus,phase3_diffy_calls_mergiraf_semi_plus,phase3_diffy_time_mergiraf_semi_plus,total_merge_module_time_mergiraf_semi_plus,status_s3m,time_s3m,phase1_time_s3m,phase2_time_s3m,phase2_unify_time_s3m,phase2_diffy_calls_s3m,phase2_diffy_time_s3m,phase3_time_s3m,phase3_unify_time_s3m,phase3_diffy_calls_s3m,phase3_diffy_time_s3m,total_merge_module_time_s3m
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/auth/src/main/java/com/alibaba/nacos/auth/context/HttpIdentityContextBuilder.java,SUCCESS_WITHOUT_CONFLICTS,2896268,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,14083074,11.351146ms,,,,,,,,,11.548629ms,SUCCESS_WITHOUT_CONFLICTS,13885703,11.045256ms,,,,,,,,,11.255912ms,SUCCESS_WITHOUT_CONFLICTS,13919907,11.252275ms,,,,,,,,,11.441229ms,SUCCESS_WITHOUT_CONFLICTS,586651584759,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/auth/src/test/java/com/alibaba/nacos/auth/HttpProtocolAuthServiceTest.java,SUCCESS_WITHOUT_CONFLICTS,2535810,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,75659017,56.295111ms,,,,,,,,,56.509712ms,SUCCESS_WITHOUT_CONFLICTS,58808639,55.893754ms,,,,,,,,,56.110589ms,SUCCESS_WITHOUT_CONFLICTS,58223500,55.627757ms,,,,,,,,,55.837535ms,SUCCESS_WITHOUT_CONFLICTS,606040354416,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/auth/src/test/java/com/alibaba/nacos/auth/config/AuthConfigsTest.java,SUCCESS_WITH_CONFLICTS,2386909,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,56393089,13.274615ms,20.651359ms,,0.0,0ns,18.304886ms,,0.0,0ns,52.541699ms,SUCCESS_WITH_CONFLICTS,27079916,13.36395ms,4.392112ms,860.545µs,0.0,0ns,6.516657ms,1.368901ms,0.0,0ns,24.546993ms,SUCCESS_WITH_CONFLICTS,27648444,13.644891ms,4.389728ms,900.701µs,0.0,0ns,6.518525ms,1.412762ms,0.0,0ns,24.836625ms,SUCCESS_WITH_CONFLICTS,304518012395,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/auth/src/test/java/com/alibaba/nacos/auth/context/HtppIdentityContextBuilderTest.java,SUCCESS_WITHOUT_CONFLICTS,2477921,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,16497555,13.472329ms,,,,,,,,,13.946248ms,SUCCESS_WITHOUT_CONFLICTS,16446403,13.650725ms,,,,,,,,,13.844726ms,SUCCESS_WITHOUT_CONFLICTS,16314380,13.505442ms,,,,,,,,,13.71379ms,SUCCESS_WITHOUT_CONFLICTS,605666858230,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/auth/src/test/java/com/alibaba/nacos/auth/parser/http/ConfigHttpResourceParserTest.java,SUCCESS_WITHOUT_CONFLICTS,2870789,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,28798404,25.890686ms,,,,,,,,,26.090652ms,SUCCESS_WITHOUT_CONFLICTS,29518476,25.777561ms,,,,,,,,,25.999078ms,SUCCESS_WITHOUT_CONFLICTS,32846437,26.002992ms,,,,,,,,,26.215189ms,SUCCESS_WITHOUT_CONFLICTS,302437755304,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/auth/src/test/java/com/alibaba/nacos/auth/parser/http/NamingHttpResourceParserTest.java,SUCCESS_WITHOUT_CONFLICTS,2585672,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,33725611,30.700598ms,,,,,,,,,30.910402ms,SUCCESS_WITHOUT_CONFLICTS,32701331,29.934962ms,,,,,,,,,30.141343ms,SUCCESS_WITHOUT_CONFLICTS,32764906,29.733119ms,,,,,,,,,29.956176ms,SUCCESS_WITHOUT_CONFLICTS,296187996629,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/client/src/main/java/com/alibaba/nacos/client/naming/remote/http/NamingHttpClientProxy.java,SUCCESS_WITHOUT_CONFLICTS,2801067,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,172779405,168.915375ms,,,,,,,,,169.11992ms,SUCCESS_WITHOUT_CONFLICTS,172432121,170.831871ms,,,,,,,,,171.050792ms,SUCCESS_WITHOUT_CONFLICTS,172635566,168.984027ms,,,,,,,,,169.202391ms,SUCCESS_WITHOUT_CONFLICTS,303225907987,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/common/src/main/java/com/alibaba/nacos/common/remote/client/grpc/GrpcClient.java,SUCCESS_WITHOUT_CONFLICTS,2987326,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,196689373,193.78978ms,,,,,,,,,194.002938ms,SUCCESS_WITHOUT_CONFLICTS,199062697,195.629619ms,,,,,,,,,195.849195ms,SUCCESS_WITHOUT_CONFLICTS,196523588,193.239142ms,,,,,,,,,193.463228ms,SUCCESS_WITHOUT_CONFLICTS,324947248911,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/controller/CapacityController.java,SUCCESS_WITHOUT_CONFLICTS,2600245,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,28968265,26.012188ms,,,,,,,,,26.21089ms,SUCCESS_WITHOUT_CONFLICTS,29103706,26.4095ms,,,,,,,,,26.616433ms,SUCCESS_WITHOUT_CONFLICTS,29312516,26.489865ms,,,,,,,,,26.695651ms,SUCCESS_WITHOUT_CONFLICTS,618892011813,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/controller/CommunicationController.java,SUCCESS_WITHOUT_CONFLICTS,2481996,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,25721604,22.712797ms,,,,,,,,,22.911008ms,SUCCESS_WITHOUT_CONFLICTS,26607615,23.718202ms,,,,,,,,,23.931333ms,SUCCESS_WITHOUT_CONFLICTS,26960067,24.171322ms,,,,,,,,,24.388529ms,SUCCESS_WITHOUT_CONFLICTS,641375830029,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/controller/ConfigController.java,SUCCESS_WITHOUT_CONFLICTS,3552193,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,808406453,802.710204ms,,,,,,,,,802.921489ms,SUCCESS_WITHOUT_CONFLICTS,802637358,795.951493ms,,,,,,,,,796.176663ms,SUCCESS_WITHOUT_CONFLICTS,806805190,801.986729ms,,,,,,,,,802.195601ms,SUCCESS_WITHOUT_CONFLICTS,672798826242,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/controller/ConfigOpsController.java,SUCCESS_WITHOUT_CONFLICTS,2670076,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,49848985,46.904638ms,,,,,,,,,47.108263ms,SUCCESS_WITHOUT_CONFLICTS,49781502,46.820712ms,,,,,,,,,47.038345ms,SUCCESS_WITHOUT_CONFLICTS,49633167,46.710569ms,,,,,,,,,46.913412ms,SUCCESS_WITHOUT_CONFLICTS,669198187331,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/controller/ConfigServletInner.java,SUCCESS_WITH_CONFLICTS,7316607,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,719229695,395.140016ms,181.808239ms,,0.0,0ns,129.199799ms,,0.0,0ns,706.494098ms,SUCCESS_WITHOUT_CONFLICTS,459819849,395.007049ms,58.019175ms,39.631765ms,0.0,0ns,,,,,454.402797ms,SUCCESS_WITHOUT_CONFLICTS,461254056,396.086813ms,57.85895ms,39.590746ms,0.0,0ns,,,,,455.356048ms,SUCCESS_WITH_CONFLICTS,656383508117,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/controller/v2/ConfigControllerV2.java,SUCCESS_WITHOUT_CONFLICTS,2671153,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,78509542,75.478675ms,,,,,,,,,75.69054ms,SUCCESS_WITHOUT_CONFLICTS,78470209,75.358952ms,,,,,,,,,75.581501ms,SUCCESS_WITHOUT_CONFLICTS,78596282,75.494316ms,,,,,,,,,75.698669ms,TIMEOUT,0,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/paramcheck/ConfigBlurSearchHttpParamExtractor.java,SUCCESS_WITHOUT_CONFLICTS,9129870,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,6904564,4.004654ms,,,,,,,,,4.199306ms,SUCCESS_WITHOUT_CONFLICTS,6592996,4.280449ms,,,,,,,,,4.479506ms,SUCCESS_WITHOUT_CONFLICTS,6637666,3.963462ms,,,,,,,,,4.144646ms,SUCCESS_WITHOUT_CONFLICTS,303707758737,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/paramcheck/ConfigDefaultHttpParamExtractor.java,SUCCESS_WITHOUT_CONFLICTS,6845643,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,7712020,4.94396ms,,,,,,,,,5.134128ms,SUCCESS_WITHOUT_CONFLICTS,7598400,4.988119ms,,,,,,,,,5.192657ms,SUCCESS_WITHOUT_CONFLICTS,7746658,5.241906ms,,,,,,,,,5.442906ms,SUCCESS_WITHOUT_CONFLICTS,294875155368,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/remote/ConfigPublishRequestHandler.java,SUCCESS_WITH_CONFLICTS,11316349,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,296125128,134.700277ms,83.749207ms,,0.0,0ns,73.884171ms,,0.0,0ns,292.661381ms,SUCCESS_WITH_CONFLICTS,181846869,133.920719ms,12.929366ms,3.126741ms,0.0,0ns,31.98068ms,16.006109ms,0.0,0ns,179.136353ms,SUCCESS_WITH_CONFLICTS,178150634,133.477884ms,12.961047ms,3.164947ms,0.0,0ns,28.489522ms,15.789267ms,0.0,0ns,175.236075ms,SUCCESS_WITH_CONFLICTS,312330203902,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/remote/ConfigQueryRequestHandler.java,SUCCESS_WITH_CONFLICTS,3223677,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,317099756,206.225295ms,103.496157ms,,0.0,0ns,,,,,311.122607ms,SUCCESS_WITHOUT_CONFLICTS,229909507,207.019234ms,18.494935ms,6.431185ms,0.0,0ns,,,,,226.858152ms,SUCCESS_WITHOUT_CONFLICTS,230396591,209.328725ms,18.599311ms,6.484877ms,0.0,0ns,,,,,229.279745ms,SUCCESS_WITHOUT_CONFLICTS,308747812767,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/service/ConfigOperationService.java,SUCCESS_WITH_CONFLICTS,4645787,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,453196675,253.713536ms,108.874763ms,,0.0,0ns,89.076687ms,,0.0,0ns,452.005244ms,SUCCESS_WITH_CONFLICTS,383986079,250.626514ms,42.389339ms,24.104673ms,0.0,0ns,85.837428ms,69.688065ms,0.0,0ns,379.167014ms,SUCCESS_WITH_CONFLICTS,386066896,252.313882ms,42.109933ms,24.041976ms,0.0,0ns,85.945122ms,69.788829ms,0.0,0ns,380.697711ms,SUCCESS_WITH_CONFLICTS,313431384526,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/service/LongPollingService.java,SUCCESS_WITHOUT_CONFLICTS,8021357,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,117222520,114.313848ms,,,,,,,,,114.529175ms,SUCCESS_WITHOUT_CONFLICTS,117218140,114.169299ms,,,,,,,,,114.37389ms,SUCCESS_WITHOUT_CONFLICTS,118001923,115.418713ms,,,,,,,,,115.646231ms,SUCCESS_WITHOUT_CONFLICTS,310584479725,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/service/dump/DumpChangeConfigWorker.java,SUCCESS_WITH_CONFLICTS,2766664,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,183354277,58.932571ms,64.897194ms,,0.0,0ns,54.627955ms,,0.0,0ns,178.796931ms,SUCCESS_WITH_CONFLICTS,80941662,58.491574ms,9.812595ms,2.448259ms,0.0,0ns,9.552416ms,2.469873ms,0.0,0ns,78.149564ms,SUCCESS_WITH_CONFLICTS,80981187,58.381199ms,9.830693ms,2.454185ms,0.0,0ns,9.536247ms,2.43709ms,0.0,0ns,78.041888ms,SUCCESS_WITH_CONFLICTS,320931172666,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/service/dump/DumpConfigHandler.java,SUCCESS_WITH_CONFLICTS,5039044,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,66827282,29.403742ms,33.365363ms,,0.0,0ns,,,,,64.187254ms,SUCCESS_WITH_CONFLICTS,49829061,28.829879ms,7.894441ms,1.797621ms,0.0,0ns,10.067179ms,1.781228ms,0.0,0ns,47.099433ms,SUCCESS_WITH_CONFLICTS,50144900,29.580689ms,7.869042ms,1.77248ms,0.0,0ns,10.1762ms,1.770777ms,0.0,0ns,47.928903ms,SUCCESS_WITHOUT_CONFLICTS,778152448,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/service/dump/DumpService.java,SUCCESS_WITH_CONFLICTS,4856759,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,285833432,192.5867ms,87.742059ms,,0.0,0ns,,,,,281.753704ms,SUCCESS_WITH_CONFLICTS,294156796,193.480184ms,19.357913ms,3.816107ms,0.0,0ns,78.088837ms,56.06219ms,0.0,0ns,291.240948ms,SUCCESS_WITH_CONFLICTS,295169940,193.869215ms,19.457221ms,3.809553ms,0.0,0ns,80.426332ms,56.339631ms,0.0,0ns,294.074626ms,SUCCESS_WITH_CONFLICTS,316305480500,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/service/dump/processor/DumpAllProcessor.java,SUCCESS_WITH_CONFLICTS,5676537,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,253635775,102.418613ms,87.82433ms,,0.0,0ns,49.793455ms,,0.0,0ns,241.45842ms,SUCCESS_WITH_CONFLICTS,133814784,102.872524ms,11.850422ms,3.03933ms,0.0,0ns,16.245335ms,6.403515ms,0.0,0ns,131.275793ms,SUCCESS_WITH_CONFLICTS,133938124,103.106196ms,11.856413ms,3.018172ms,0.0,0ns,16.199672ms,6.285276ms,0.0,0ns,131.469863ms,SUCCESS_WITH_CONFLICTS,329961961342,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/service/repository/extrnal/ExternalConfigInfoPersistServiceImpl.java,SUCCESS_WITHOUT_CONFLICTS,4249923,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,766182858,761.969063ms,,,,,,,,,762.196703ms,SUCCESS_WITHOUT_CONFLICTS,763483088,759.641789ms,,,,,,,,,759.855868ms,SUCCESS_WITHOUT_CONFLICTS,767996745,764.528214ms,,,,,,,,,764.745104ms,SUCCESS_WITHOUT_CONFLICTS,336443753724,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/utils/MD5Util.java,SUCCESS_WITHOUT_CONFLICTS,4896968,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,51914126,24.293501ms,,,,,,,,,24.49301ms,SUCCESS_WITHOUT_CONFLICTS,27211976,24.40879ms,,,,,,,,,24.609468ms,SUCCESS_WITHOUT_CONFLICTS,27245852,24.262594ms,,,,,,,,,24.46503ms,SUCCESS_WITHOUT_CONFLICTS,316117736047,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/main/java/com/alibaba/nacos/config/server/utils/PropertyUtil.java,SUCCESS_WITHOUT_CONFLICTS,4246596,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,36598688,32.59335ms,,,,,,,,,32.798841ms,SUCCESS_WITHOUT_CONFLICTS,35459220,32.538643ms,,,,,,,,,32.744901ms,SUCCESS_WITHOUT_CONFLICTS,35597059,32.663009ms,,,,,,,,,32.87524ms,SUCCESS_WITHOUT_CONFLICTS,312235703020,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/test/java/com/alibaba/nacos/config/server/controller/ConfigControllerTest.java,SUCCESS_WITHOUT_CONFLICTS,5529154,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,346346449,345.388625ms,,,,,,,,,345.596428ms,SUCCESS_WITHOUT_CONFLICTS,348158835,341.251965ms,,,,,,,,,341.465897ms,SUCCESS_WITHOUT_CONFLICTS,349682858,343.19597ms,,,,,,,,,343.41643ms,SUCCESS_WITHOUT_CONFLICTS,637792452956,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/test/java/com/alibaba/nacos/config/server/controller/ConfigServletInnerTest.java,SUCCESS_WITHOUT_CONFLICTS,4086593,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,183252788,181.85696ms,,,,,,,,,182.078145ms,SUCCESS_WITHOUT_CONFLICTS,182140785,178.309799ms,,,,,,,,,178.521978ms,SUCCESS_WITHOUT_CONFLICTS,183223432,180.313479ms,,,,,,,,,180.524528ms,SUCCESS_WITHOUT_CONFLICTS,641966521524,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/test/java/com/alibaba/nacos/config/server/controller/HistoryControllerTest.java,SUCCESS_WITHOUT_CONFLICTS,2998486,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,60606807,57.693708ms,,,,,,,,,57.900101ms,SUCCESS_WITHOUT_CONFLICTS,61547998,57.947947ms,,,,,,,,,58.158448ms,SUCCESS_WITHOUT_CONFLICTS,60459397,57.629228ms,,,,,,,,,57.845409ms,SUCCESS_WITHOUT_CONFLICTS,320397724915,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/test/java/com/alibaba/nacos/config/server/controller/v2/ConfigControllerV2Test.java,SUCCESS_WITH_CONFLICTS,7598941,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,659537911,491.308829ms,164.309374ms,,0.0,0ns,,,,,657.068005ms,SUCCESS_WITHOUT_CONFLICTS,523401269,493.816366ms,27.829522ms,12.696908ms,0.0,0ns,,,,,523.034017ms,SUCCESS_WITHOUT_CONFLICTS,525302693,490.715004ms,27.893097ms,12.63358ms,0.0,0ns,,,,,519.96659ms,SUCCESS_WITHOUT_CONFLICTS,660811143156,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/config/src/test/java/com/alibaba/nacos/config/server/service/LongPollingServiceTest.java,SUCCESS_WITHOUT_CONFLICTS,3765641,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,112377386,109.006588ms,,,,,,,,,109.22121ms,SUCCESS_WITHOUT_CONFLICTS,111431732,108.219821ms,,,,,,,,,108.427059ms,SUCCESS_WITHOUT_CONFLICTS,112443288,109.461985ms,,,,,,,,,109.674045ms,SUCCESS_WITHOUT_CONFLICTS,336797071083,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/console/src/main/java/com/alibaba/nacos/Nacos.java,SUCCESS_WITHOUT_CONFLICTS,2401226,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,7353674,4.949339ms,,,,,,,,,5.157753ms,SUCCESS_WITHOUT_CONFLICTS,7410703,4.768256ms,,,,,,,,,4.966542ms,SUCCESS_WITHOUT_CONFLICTS,7440684,4.995981ms,,,,,,,,,5.190945ms,SUCCESS_WITHOUT_CONFLICTS,316284278937,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/console/src/main/java/com/alibaba/nacos/console/controller/HealthController.java,SUCCESS_WITHOUT_CONFLICTS,2461257,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,9360910,6.976554ms,,,,,,,,,7.175884ms,SUCCESS_WITHOUT_CONFLICTS,9136168,6.463552ms,,,,,,,,,6.675807ms,SUCCESS_WITHOUT_CONFLICTS,9148280,6.47148ms,,,,,,,,,6.657534ms,SUCCESS_WITHOUT_CONFLICTS,671900104082,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/console/src/main/java/com/alibaba/nacos/console/controller/v2/HealthControllerV2.java,SUCCESS_WITHOUT_CONFLICTS,2785718,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,8739127,6.257817ms,,,,,,,,,6.441728ms,SUCCESS_WITHOUT_CONFLICTS,8804390,6.141176ms,,,,,,,,,6.340966ms,SUCCESS_WITHOUT_CONFLICTS,8758314,6.350002ms,,,,,,,,,6.553266ms,SUCCESS_WITHOUT_CONFLICTS,660949603878,,,,,,,,,,
alibaba/nacos,87382160df0a7611dd197e43a884a7d19238c081,mergeAnalysisOutput/java/alibaba/nacos/87382160df0a7611dd197e43a884a7d19238c081/core/src/main/java/com/alibaba/nacos/core/auth/AuthFilter.java,SUCCESS_WITH_CONFLICTS,2565554,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,85038947,48.411548ms,32.516688ms,,0.0,0ns,,,,,82.293388ms,SUCCESS_WITHOUT_CONFLICTS,68180224,49.902106ms,14.262694ms,8.296069ms,0.0,0ns,,,,,65.489708ms,SUCCESS_WITHOUT_CONFLICTS,67890914,49.548706ms,14.293269ms,8.270927ms,0.0,0ns,,,,,65.136874ms,SUCCESS_WITHOUT_CONFLICTS,696561406681,,,,,,,,,,
